Event,Field,Star No,RA (J2000),Dec (J2000),Tmax (HJD),Tmax (UT),tau,Umin,Amax,Dmag,fbl,Ibl,I0,RA_deg,Dec_deg
2007-BLG-122,BLG197.8,5979,18:06:01.77,-29:44:39.3,2454204.467,2007-04-13.97,19.023,0.606,1.870,0.680,1.0,18.041,18.041,271.50737499999997,-29.74425
2007-BLG-123,BLG103.4,15379,17:56:57.53,-29:55:11.3,2454201.779,2007-04-11.28,11.841,1.344,1.175,0.175,1.0,15.738,15.738,269.2397083333333,-29.919805555555556
2007-BLG-124,BLG172.7,55685,17:54:30.72,-31:19:46.8,2454190.591,2007-03-31.09,18.409,0.016,62.448,4.489,1.0,19.978,19.978,268.62799999999993,-31.329666666666668
2007-BLG-125,BLG214.2,135603,17:58:05.73,-28:20:33.5,2454178.702,2007-03-19.20,6.333,0.291,3.550,1.376,1.0,18.772,18.772,269.5238749999999,-28.34263888888889
2007-BLG-126,BLG172.6,46462,17:54:14.78,-31:11:21.1,2454193.218,2007-04-02.72,6.409,0.098,10.278,2.530,1.0,16.389,16.389,268.56158333333326,-31.189194444444446
2007-BLG-127,BLG141.7,99618,17:53:10.02,-33:37:14.8,2454201.657,2007-04-11.16,15.093,0.065,15.337,2.964,1.0,19.417,19.417,268.29175,-33.620777777777775
2007-BLG-128,BLG173.2,35158,17:59:17.69,-31:21:28.0,2454219.746,2007-04-29.25,46.975,1.304,1.189,0.188,1.0,18.597,18.597,269.82370833333334,-31.35777777777778
2007-BLG-129,BLG205.6,105548,17:56:50.87,-28:48:22.7,2454192.549,2007-04-02.05,1.697,1.014,1.332,0.311,1.0,18.051,18.051,269.2119583333333,-28.806305555555557
2007-BLG-130,BLG105.7,67627,18:01:06.33,-29:33:38.4,2454193.335,2007-04-02.83,15.360,0.505,2.164,0.838,1.0,19.529,19.529,270.276375,-29.560666666666666
2007-BLG-131,BLG181.7,69457,17:54:27.76,-30:45:43.7,2454206.126,2007-04-15.63,29.068,0.060,16.699,3.057,0.557,19.243,19.878,268.6156666666666,-30.762138888888888
2007-BLG-132,BLG184.6,132224,18:02:10.63,-30:32:09.0,2454191.581,2007-04-01.08,9.743,0.395,2.679,1.070,1.0,19.306,19.306,270.54429166666665,-30.535833333333336
2007-BLG-133,BLG183.6,84710,18:00:21.97,-30:36:02.0,2454191.588,2007-04-01.09,4.036,0.625,1.826,0.654,1.0,18.582,18.582,270.0915416666666,-30.600555555555555
2007-BLG-134,BLG214.1,93024,17:58:43.13,-28:31:57.5,2454204.821,2007-04-14.32,35.129,0.315,3.293,1.294,0.48,18.997,19.792,269.6797083333333,-28.532638888888886
2007-BLG-135,BLG214.8,83713,17:56:56.74,-28:32:13.2,2454197.663,2007-04-07.16,31.600,0.078,12.841,2.771,0.444,19.595,20.477,269.2364166666666,-28.537000000000003
2007-BLG-136,BLG218.1,82172,18:09:06.88,-28:32:28.2,2454191.059,2007-03-31.56,2.124,1.094,1.282,0.270,1.0,16.945,16.945,272.2786666666666,-28.54116666666667
2007-BLG-137,BLG219.5,10399,18:09:30.92,-28:08:08.0,2454206.89,2007-04-16.39,35.192,0.040,24.846,3.488,0.232,18.294,19.879,272.37883333333326,-28.135555555555555
2007-BLG-138,BLG223.5,112918,17:58:31.21,-27:27:17.2,2454195.947,2007-04-05.45,16.351,0.489,2.225,0.868,1.0,19.562,19.562,269.6300416666666,-27.454777777777778
2007-BLG-139,BLG105.6,55318,18:00:38.48,-29:24:19.6,2454196.484,2007-04-05.98,13.959,0.559,1.991,0.748,1.0,18.737,18.737,270.1603333333333,-29.40544444444444
2007-BLG-140,BLG131.6,126083,17:48:26.75,-34:04:20.8,2454205.426,2007-04-14.93,39.866,0.082,12.276,2.723,0.104,18.844,21.302,267.1114583333333,-34.07244444444445
2007-BLG-141,BLG173.4,72279,17:59:10.68,-31:01:44.7,2454198.899,2007-04-08.40,20.155,0.067,15.033,2.943,0.181,18.926,20.782,269.79449999999997,-31.029083333333332
2007-BLG-142,BLG183.7,117123,18:00:06.72,-30:41:51.8,2454193.467,2007-04-02.97,9.733,0.530,2.080,0.795,1.0,19.776,19.776,270.02799999999996,-30.69772222222222
2007-BLG-143,BLG190.6,132088,18:03:13.21,-29:55:32.6,2454193.867,2007-04-03.37,2.432,0.781,1.556,0.480,1.0,18.237,18.237,270.8050416666666,-29.925722222222223
2007-BLG-144,BLG206.1,56447,18:00:21.04,-29:08:17.3,2454194.408,2007-04-03.91,6.770,1.084,1.287,0.274,1.0,17.489,17.489,270.0876666666666,-29.13813888888889
2007-BLG-145,BLG224.8,61588,18:00:47.57,-27:56:37.7,2454194.249,2007-04-03.75,6.322,0.213,4.780,1.699,1.0,19.476,19.476,270.1982083333333,-27.943805555555556
2007-BLG-146,BLG225.5,6489,18:03:24.86,-27:31:34.0,2454197.776,2007-04-07.28,5.507,0.501,2.179,0.846,1.0,18.622,18.622,270.8535833333333,-27.52611111111111
2007-BLG-147,BLG207.7,194079,18:02:15.14,-28:54:32.5,2454228.262,2007-05-07.76,51.855,0.057,17.649,3.117,0.786,18.816,19.078,270.5630833333333,-28.909027777777776
2007-BLG-148,BLG102.4,155162,17:57:08.82,-29:16:31.4,2454206.836,2007-04-16.34,11.723,0.050,19.930,3.249,1.0,19.865,19.865,269.2867499999999,-29.275388888888887
2007-BLG-149,BLG102.4,163884,17:57:16.11,-29:15:16.5,2454213.329,2007-04-22.83,52.271,0.059,16.874,3.068,0.345,20.099,21.254,269.317125,-29.254583333333333
2007-BLG-150,BLG102.4,185956,17:56:31.49,-29:12:45.5,2454210.544,2007-04-20.04,10.822,0.366,2.868,1.144,1.0,14.794,14.794,269.1312083333333,-29.21263888888889
2007-BLG-151,BLG121.1,49779,17:47:05.69,-35:03:07.9,2454211.675,2007-04-21.18,50.015,0.576,1.946,0.723,1.0,19.292,19.292,266.77370833333333,-35.05219444444444
2007-BLG-152,BLG121.8,111196,17:45:22.19,-34:57:05.1,2454220.908,2007-04-30.41,14.722,0.526,2.093,0.802,0.554,15.836,16.477,266.3424583333333,-34.95141666666667
2007-BLG-153,BLG147.5,58469,17:49:03.59,-32:49:48.3,2454201.761,2007-04-11.26,6.584,0.135,7.479,2.185,1.0,20.29,20.29,267.26495833333325,-32.830083333333334
2007-BLG-154,BLG172.6,105536,17:54:45.88,-31:08:08.3,2454200.383,2007-04-09.88,9.795,0.000,48590,11.716,0.315,19.213,20.469,268.6911666666666,-31.135638888888888
2007-BLG-155,BLG179.2,65200,17:50:33.03,-30:45:21.8,2454235.029,2007-05-14.53,21.626,0.553,2.009,0.758,1.0,16.482,16.482,267.63762499999996,-30.756055555555555
2007-BLG-156,BLG181.1,105196,17:56:26.69,-30:52:55.5,2454205.921,2007-04-15.42,54.379,0.025,40.566,4.020,0.069,18.877,21.777,269.1112083333333,-30.882083333333334
2007-BLG-157,BLG181.7,48076,17:55:09.69,-30:46:52.2,2454206.045,2007-04-15.54,7.391,0.018,55.934,4.369,1.0,20.179,20.179,268.790375,-30.781166666666667
2007-BLG-158,BLG183.5,39968,18:00:18.73,-30:28:22.6,2454200.81,2007-04-10.31,6.177,0.396,2.673,1.067,1.0,19.246,19.246,270.07804166666665,-30.472944444444444
2007-BLG-159,BLG195.1,181569,17:54:41.68,-29:25:39.5,2454228.639,2007-05-08.14,64.913,0.075,13.435,2.821,0.071,16.027,18.905,268.67366666666663,-29.42763888888889
2007-BLG-160,BLG205.1,82656,17:58:34.47,-29:07:41.0,2454201.628,2007-04-11.13,4.122,0.126,7.985,2.256,1.0,18.617,18.617,269.643625,-29.128055555555555
2007-BLG-161,BLG205.3,200,17:57:19.90,-28:51:57.5,2454289.082,2007-07-07.58,46.787,0.490,2.221,0.866,1.0,16.06,16.06,269.3329166666666,-28.865972222222222
2007-BLG-162,BLG206.7,147591,17:58:35.24,-28:54:35.1,2454204.954,2007-04-14.45,14.853,0.046,21.540,3.333,1.0,19.772,19.772,269.6468333333333,-28.90975
2007-BLG-163,BLG232.3,95293,18:01:02.01,-27:01:44.5,2454205.513,2007-04-15.01,25.211,0.010,101.2,5.013,0.06,18.324,21.376,270.25837499999994,-27.029027777777777
2007-BLG-164,BLG233.3,49604,18:03:08.39,-27:02:24.8,2454199.638,2007-04-09.14,6.599,0.528,2.087,0.799,1.0,18.338,18.338,270.7849583333333,-27.040222222222223
2007-BLG-165,BLG242.3,132838,18:08:47.10,-26:23:23.8,2454210.411,2007-04-19.91,16.072,0.597,1.890,0.691,1.0,19.179,19.179,272.19624999999996,-26.389944444444446
2007-BLG-166,BLG100.3,117624,17:52:00.26,-29:54:39.5,2454209.46,2007-04-18.96,9.038,0.086,11.725,2.673,0.498,19.08,19.836,268.0010833333333,-29.91097222222222
2007-BLG-167,BLG139.8,53234,17:47:15.40,-33:49:31.0,2454226.036,2007-05-05.54,25.430,0.550,2.017,0.762,1.0,19.467,19.467,266.81416666666667,-33.82527777777778
2007-BLG-168,BLG142.8,140849,17:55:43.41,-33:47:26.4,2454220.322,2007-04-29.82,19.025,0.662,1.748,0.606,1.0,18.2,18.2,268.93087499999996,-33.79066666666667
2007-BLG-169,BLG149.4,125665,17:56:21.97,-32:46:14.6,2454228.453,2007-05-07.95,27.432,0.886,1.437,0.393,1.0,17.839,17.839,269.0915416666666,-32.77072222222222
2007-BLG-170,BLG183.3,121758,18:01:24.11,-30:34:19.2,2454207.968,2007-04-17.47,14.147,1.250,1.208,0.206,1.0,18.381,18.381,270.3504583333333,-30.572
2007-BLG-171,BLG183.3,139959,18:01:53.41,-30:34:26.6,2454204.264,2007-04-13.76,22.667,1.083,1.288,0.275,1.0,18.211,18.211,270.47254166666664,-30.574055555555557
2007-BLG-172,BLG188.5,137751,17:58:27.36,-29:48:58.2,2454206.963,2007-04-16.46,26.830,0.167,6.060,1.956,0.03,15.19,18.983,269.6139999999999,-29.816166666666668
2007-BLG-173,BLG206.8,51698,17:58:34.50,-29:07:40.8,2454202.638,2007-04-12.14,4.947,0.179,5.639,1.878,1.0,19.38,19.38,269.6437499999999,-29.128
2007-BLG-174,BLG223.1,48497,17:59:24.75,-27:56:59.4,2454203.535,2007-04-13.04,8.702,0.636,1.801,0.639,1.0,19.275,19.275,269.853125,-27.949833333333334
2007-BLG-175,BLG163.6,55740,17:51:39.28,-31:43:34.0,2454211.084,2007-04-20.58,6.100,0.135,7.483,2.185,1.0,17.754,17.754,267.91366666666664,-31.72611111111111
2007-BLG-176,BLG219.7,122426,18:09:53.77,-28:18:56.3,2454206.117,2007-04-15.62,2.954,0.333,3.128,1.238,1.0,19.302,19.302,272.4740416666666,-28.31563888888889
2007-BLG-177,BLG242.6,87109,18:07:21.59,-26:24:07.6,2454213.175,2007-04-22.68,18.390,0.880,1.443,0.398,1.0,18.97,18.97,271.8399583333333,-26.40211111111111
2007-BLG-178,BLG196.2,77992,18:05:17.46,-29:33:48.5,2454265.116,2007-06-13.62,85.587,0.740,1.614,0.520,1.0,18.835,18.835,271.32275,-29.563472222222224
2007-BLG-179,BLG205.2,174498,17:58:35.26,-28:54:34.6,2454204.98,2007-04-14.48,20.399,0.031,32.689,3.786,0.653,19.757,20.219,269.64691666666664,-28.90961111111111
2007-BLG-180,BLG234.7,48431,18:04:55.13,-27:14:44.2,2454208.537,2007-04-18.04,7.251,0.401,2.639,1.054,1.0,19.915,19.915,271.2297083333333,-27.245611111111113
2007-BLG-181,BLG171.6,117996,17:52:02.09,-31:06:56.9,2454240.72,2007-05-20.22,50.262,0.188,5.396,1.830,0.291,19.036,20.375,268.0087083333333,-31.115805555555557
2007-BLG-182,BLG180.3,129264,17:53:41.82,-30:32:36.6,2454225.713,2007-05-05.21,20.139,0.562,1.983,0.744,1.0,18.902,18.902,268.4242499999999,-30.5435
2007-BLG-183,BLG188.5,88567,17:58:28.43,-29:50:46.3,2454199.795,2007-04-09.29,19.415,0.776,1.563,0.485,1.0,19.375,19.375,269.6184583333333,-29.846194444444443
2007-BLG-184,BLG181.2,197986,17:56:01.79,-30:41:33.6,2454212.57,2007-04-22.07,21.031,0.047,21.259,3.319,0.91,17.749,17.852,269.0074583333333,-30.692666666666668
2007-BLG-185,BLG103.8,116310,17:55:21.42,-30:16:54.9,2454223.887,2007-05-03.39,25.534,0.605,1.872,0.681,1.0,18.178,18.178,268.83925,-30.281916666666667
2007-BLG-186,BLG139.4,37488,17:48:12.50,-33:24:27.6,2454256.547,2007-06-05.05,107.136,0.203,4.999,1.747,0.057,16.558,19.676,267.0520833333333,-33.407666666666664
2007-BLG-187,BLG189.4,54070,18:02:04.90,-29:51:46.4,2454281.187,2007-06-29.69,66.007,0.991,1.348,0.324,0.433,14.526,15.436,270.5204166666667,-29.86288888888889
2007-BLG-188,BLG206.4,28744,18:00:45.23,-28:42:34.0,2454228.749,2007-05-08.25,17.974,1.610,1.111,0.114,1.0,16.775,16.775,270.1884583333333,-28.709444444444443
2007-BLG-189,BLG223.7,154649,17:58:42.17,-27:42:51.2,2454211.161,2007-04-20.66,5.077,0.728,1.633,0.532,1.0,18.379,18.379,269.67570833333326,-27.714222222222222
2007-BLG-190,BLG102.7,239041,17:56:10.30,-29:31:51.9,2454215.35,2007-04-24.85,2.663,0.769,1.573,0.492,1.0,19.176,19.176,269.04291666666666,-29.53108333333333
2007-BLG-191,BLG129.4,31625,17:43:53.79,-33:58:31.6,2454229.595,2007-05-09.10,15.266,1.335,1.178,0.178,1.0,16.539,16.539,265.9741249999999,-33.97544444444445
2007-BLG-192,BLG183.6,87050,18:00:24.11,-30:36:34.1,2454221.289,2007-04-30.79,15.667,0.111,9.089,2.396,0.436,19.542,20.443,270.1004583333333,-30.609472222222223
2007-BLG-193,BLG216.3,5130,18:02:48.33,-28:16:07.2,2454212.67,2007-04-22.17,7.848,0.523,2.104,0.808,1.0,19.253,19.253,270.70137500000004,-28.268666666666665
2007-BLG-194,BLG100.6,115701,17:50:32.76,-29:52:14.0,2454218.774,2007-04-28.27,14.518,0.791,1.543,0.471,1.0,19.532,19.532,267.63649999999996,-29.870555555555555
2007-BLG-195,BLG104.3,59872,17:59:40.46,-29:25:23.7,2454236.938,2007-05-16.44,23.510,1.629,1.107,0.111,1.0,17.637,17.637,269.91858333333334,-29.42325
2007-BLG-196,BLG139.2,131257,17:49:11.91,-33:38:37.4,2454271.339,2007-06-19.84,43.760,1.367,1.168,0.169,1.0,16.532,16.532,267.29962499999993,-33.64372222222222
2007-BLG-197,BLG156.3,3014,17:55:04.34,-32:25:33.7,2454214.889,2007-04-24.39,17.807,0.717,1.650,0.544,1.0,19.757,19.757,268.7680833333333,-32.426027777777776
2007-BLG-198,BLG172.4,57725,17:55:56.07,-31:01:51.2,2454222.564,2007-05-02.06,6.373,0.594,1.899,0.696,1.0,17.672,17.672,268.98362499999996,-31.03088888888889
2007-BLG-199,BLG180.3,33061,17:53:41.16,-30:37:40.1,2454234.24,2007-05-13.74,39.426,0.541,2.046,0.777,1.0,19.241,19.241,268.4215,-30.627805555555558
2007-BLG-200,BLG206.1,14710,18:00:19.59,-29:09:32.1,2454218.54,2007-04-28.04,9.803,0.565,1.975,0.739,1.0,19.417,19.417,270.081625,-29.158916666666666
2007-BLG-201,BLG207.6,57460,18:01:21.16,-28:48:45.7,2454218.448,2007-04-27.95,5.836,0.867,1.456,0.408,1.0,18.131,18.131,270.3381666666666,-28.812694444444446
2007-BLG-202,BLG215.4,30789,18:00:55.21,-28:06:38.5,2454229.857,2007-05-09.36,15.703,0.658,1.756,0.612,1.0,18.734,18.734,270.23004166666664,-28.110694444444444
2007-BLG-203,BLG224.3,50789,18:01:57.63,-27:39:12.7,2454218.111,2007-04-27.61,8.376,0.300,3.445,1.343,1.0,18.84,18.84,270.4901249999999,-27.653527777777775
2007-BLG-204,BLG241.2,175147,18:07:09.61,-26:31:15.2,2454225.217,2007-05-04.72,11.799,0.352,2.969,1.182,1.0,18.706,18.706,271.79004166666664,-26.520888888888887
2007-BLG-205,BLG104.7,152819,17:58:01.08,-29:28:49.0,2454228.048,2007-05-07.55,13.327,0.486,2.234,0.873,1.0,18.988,18.988,269.50449999999995,-29.480277777777776
2007-BLG-206,BLG105.6,5462,18:00:27.18,-29:26:28.0,2454232.217,2007-05-11.72,29.514,0.518,2.120,0.816,1.0,19.664,19.664,270.11324999999994,-29.441111111111113
2007-BLG-207,BLG207.8,11214,18:01:30.70,-29:10:57.2,2454220.08,2007-04-29.58,3.588,0.180,5.636,1.877,1.0,19.129,19.129,270.37791666666664,-29.182555555555556
2007-BLG-208,BLG218.2,144789,18:08:40.82,-28:18:46.9,2454211.126,2007-04-20.63,47.777,0.090,11.201,2.623,0.059,18.242,21.311,272.1700833333333,-28.31302777777778
2007-BLG-209,BLG232.4,23884,18:01:03.41,-26:55:04.3,2454250.015,2007-05-29.52,27.154,1.480,1.138,0.140,1.0,16.858,16.858,270.2642083333333,-26.91786111111111
2007-BLG-210,BLG180.1,10527,17:52:55.00,-30:56:13.0,2454231.621,2007-05-11.12,27.907,0.538,2.054,0.781,1.0,19.384,19.384,268.2291666666667,-30.936944444444446
2007-BLG-211,BLG181.5,139494,17:54:22.60,-30:21:55.7,2454233.871,2007-05-13.37,51.702,0.173,5.836,1.915,0.212,18.329,20.016,268.59416666666664,-30.365472222222223
2007-BLG-212,BLG105.8,155873,18:00:59.90,-29:39:27.6,2454223.573,2007-05-03.07,8.232,0.715,1.654,0.546,1.0,19.317,19.317,270.2495833333333,-29.657666666666664
2007-BLG-213,BLG171.2,54563,17:53:17.29,-31:19:39.2,2454224.421,2007-05-03.92,13.638,0.590,1.909,0.702,1.0,19.684,19.684,268.3220416666666,-31.327555555555556
2007-BLG-214,BLG101.6,197707,17:52:30.15,-29:42:40.8,2454230.705,2007-05-10.21,14.828,0.156,6.478,2.029,0.409,19.155,20.126,268.125625,-29.711333333333332
2007-BLG-215,BLG188.3,63004,17:59:25.70,-30:01:19.3,2454241.076,2007-05-20.58,13.881,1.274,1.199,0.197,1.0,16.972,16.972,269.8570833333333,-30.022027777777776
2007-BLG-216,BLG188.4,174762,17:59:28.65,-29:47:15.9,2454224.126,2007-05-03.63,3.978,1.653,1.103,0.107,1.0,15.948,15.948,269.869375,-29.787750000000003
2007-BLG-217,BLG194.3,79993,17:51:42.17,-29:17:48.0,2454228.754,2007-05-08.25,3.264,0.016,62.273,4.486,1.0,19.34,19.34,267.9257083333333,-29.296666666666667
2007-BLG-218,BLG196.6,142803,18:03:58.53,-29:23:22.7,2454265.246,2007-06-13.75,64.784,0.497,2.192,0.852,1.0,17.543,17.543,270.99387499999995,-29.38963888888889
2007-BLG-219,BLG100.3,173815,17:52:14.55,-29:50:51.6,2454230.722,2007-05-10.22,1.836,0.948,1.381,0.351,1.0,18.055,18.055,268.06062499999996,-29.847666666666665
2007-BLG-220,BLG104.3,111180,17:59:43.83,-29:22:12.1,2454238.088,2007-05-17.59,72.110,0.018,56.530,4.381,0.11,19.426,21.82,269.932625,-29.37002777777778
2007-BLG-221,BLG195.8,26421,17:53:16.42,-29:30:52.3,2454256.128,2007-06-04.63,36.824,0.967,1.366,0.339,1.0,17.989,17.989,268.3184166666666,-29.51452777777778
2007-BLG-222,BLG197.1,10217,18:07:31.79,-29:45:51.3,2454319.998,2007-08-07.50,58.038,0.770,1.571,0.490,1.0,17.224,17.224,271.8824583333333,-29.76425
2007-BLG-223,BLG205.5,36146,17:57:12.73,-28:42:32.4,2454226.231,2007-05-05.73,1.605,0.000,66361,12.055,1.0,18.573,18.573,269.3030416666666,-28.709
2007-BLG-224,BLG208.3,158166,18:05:41.05,-28:45:36.2,2454233.667,2007-05-13.17,3.519,0.001,1378.7,7.849,1.0,18.104,18.104,271.4210416666666,-28.760055555555557
2007-BLG-225,BLG207.7,68694,18:01:39.67,-28:57:43.7,2454232.036,2007-05-11.54,7.110,0.018,55.894,4.368,0.263,19.329,20.779,270.4152916666666,-28.962138888888887
2007-BLG-226,BLG208.3,128236,18:06:10.55,-28:46:55.0,2454234.776,2007-05-14.28,9.334,1.193,1.232,0.227,1.0,17.938,17.938,271.5439583333333,-28.781944444444445
2007-BLG-227,BLG218.8,107460,18:07:17.21,-28:29:02.4,2454367.625,2007-09-24.12,80.619,1.104,1.276,0.265,1.0,15.753,15.753,271.82170833333333,-28.484
2007-BLG-228,BLG225.8,54895,18:03:43.19,-27:57:28.4,2454241.612,2007-05-21.11,8.486,0.566,1.972,0.737,1.0,15.595,15.595,270.92995833333333,-27.95788888888889
2007-BLG-229,BLG226.6,46468,18:05:50.18,-27:38:12.7,2454229.755,2007-05-09.26,5.354,0.413,2.576,1.027,1.0,19.138,19.138,271.45908333333324,-27.63686111111111
2007-BLG-230,BLG102.7,143255,17:55:18.79,-29:34:19.6,2454233.897,2007-05-13.40,12.940,0.332,3.133,1.240,1.0,19.121,19.121,268.8282916666667,-29.57211111111111
2007-BLG-231,BLG172.4,163764,17:56:24.20,-30:58:15.1,2454235.595,2007-05-15.10,8.897,0.850,1.474,0.421,1.0,16.166,16.166,269.1008333333333,-30.97086111111111
2007-BLG-232,BLG190.4,73158,18:05:34.23,-29:51:06.0,2454239.067,2007-05-18.57,11.569,0.972,1.362,0.336,1.0,18.361,18.361,271.39262499999995,-29.851666666666667
2007-BLG-233,BLG205.2,108305,17:58:02.34,-28:55:43.6,2454266.386,2007-06-14.89,27.505,0.385,2.739,1.094,1.0,16.784,16.784,269.50974999999994,-28.92877777777778
2007-BLG-234,BLG215.7,161765,17:58:53.80,-28:17:53.7,2454238.517,2007-05-18.02,9.904,1.452,1.145,0.147,1.0,16.769,16.769,269.72416666666663,-28.298250000000003
2007-BLG-235,BLG227.8,44565,18:08:32.48,-27:56:16.8,2454245.959,2007-05-25.46,19.763,1.155,1.250,0.242,1.0,18.175,18.175,272.1353333333333,-27.938
2007-BLG-236,BLG103.2,92494,17:57:06.79,-30:08:54.0,2454237.766,2007-05-17.27,7.322,0.469,2.302,0.905,1.0,18.58,18.58,269.27829166666663,-30.148333333333333
2007-BLG-237,BLG241.8,18293,18:05:17.33,-26:47:40.9,2454240.756,2007-05-20.26,-,-,-,-,1.0,17.547,17.547,271.3222083333333,-26.794694444444445
2007-BLG-238,BLG215.3,32658,18:00:57.76,-28:16:43.4,2454240.205,2007-05-19.70,32.842,0.335,3.107,1.231,1.0,19.239,19.239,270.2406666666666,-28.27872222222222
2007-BLG-239,BLG100.8,108351,17:50:03.48,-30:11:11.4,2454281.068,2007-06-29.57,52.613,0.085,11.797,2.679,1.0,19.099,19.099,267.51449999999994,-30.1865
2007-BLG-240,BLG101.5,125218,17:52:21.15,-29:35:54.7,2454238.934,2007-05-18.43,6.303,1.101,1.278,0.266,1.0,18.136,18.136,268.088125,-29.598527777777775
2007-BLG-241,BLG102.7,139119,17:55:18.71,-29:34:20.4,2454234.32,2007-05-13.82,3.952,1.790,1.083,0.087,1.0,15.949,15.949,268.8279583333333,-29.572333333333333
2007-BLG-242,BLG194.1,114377,17:52:21.19,-29:35:54.8,2454238.612,2007-05-18.11,5.425,1.108,1.274,0.263,1.0,18.148,18.148,268.08829166666663,-29.598555555555553
2007-BLG-243,BLG206.7,145034,17:58:37.70,-28:54:56.8,2454246.47,2007-05-25.97,41.741,1.367,1.168,0.169,1.0,18.062,18.062,269.6570833333333,-28.915777777777777
